test_unpriv_bpf_disabled	83	.maps+fentry+license+perf_event	maps,vmlinux
test_get_xattr	84	license+lsm.s	vmlinux
test_rdonly_maps	84	license+raw_tracepoint	-
test_tc_peer	85	license+tc	-
test_sig_in_xattr	87	license+lsm.s	vmlinux
timer_lockup	87	.maps+license+tc	maps,timer
verifier_arena_globals1	87	.maps+license+syscall	maps,vmlinux,arena
kprobe_multi_session	88	fentry+kprobe.session+license	kfunc
mptcp_sock	88	.maps+fentry+license+sockops	maps,core
pro_epilogue_with_kfunc	88	.struct_ops.link+license+struct_ops+syscall	vmlinux,bpf2bpf
test_d_path	88	fentry+license	vmlinux
test_ringbuf_multi	88	.maps+license+tp	maps
timer_mim	88	.maps+fentry+license	maps,timer
vrf_socket_lookup	89	license+tc+xdp	-
bpf_iter_unix	90	.maps+iter+license	maps,vmlinux
sockopt_multi	90	cgroup+license	-
struct_ops_module	90	.struct_ops.link+license+struct_ops	vmlinux
test_lwt_redirect	90	license+redir_egress+redir_egress_nomac+redir_ingress+redir_ingress_nomac	-
test_global_func_args	91	.maps+cgroup_skb+license	maps,bpf2bpf
btf_dump_test_case_bitfields	92		-
connect_force_port4	92	.maps+cgroup+license	maps
test_verify_pkcs7_sig	92	.maps+license+lsm.s	maps,vmlinux
test_wakeup_source	92	.maps+license+syscall	maps,core,vmlinux,kfunc,iters
access_map_in_map	93	.maps+fentry.s+kprobe+license	maps
cgrp_ls_recursion	94	.maps+fentry+license+tp_btf	maps,vmlinux,kfunc
for_each_hash_map_elem	95	.maps+license+tc	maps,vmlinux,iters
loop6	95	kprobe+license	core,vmlinux
tracing_struct_many_args	95	fentry+fexit+license	vmlinux
lsm_bdev	96	.maps+license+lsm+lsm.s	maps,vmlinux,atomics
uretprobe_stack	96	license+uprobe+uretprobe+usdt	stacktrace,vmlinux
test_skeleton	98	.data.dyn+.data.non_mmapable+.data.read_mostly+.maps+.rodata.dyn+license+raw_tp	maps
connect6_prog	99	cgroup+license	-
ip_check_defrag	99	license+netfilter	vmlinux
socket_cookie_prog	99	.maps+cgroup+fexit+license+sockops	maps,vmlinux
bpf_mod_race	100	fexit+fmod_ret.s+license	vmlinux
cgrp_ls_attach_cgroup	100	.maps+cgroup+fexit+license+sockops	maps,vmlinux
verifier_bitfield_write	100	license+tc	core
iters_css_task	102	fentry.s+iter+license+lsm	vmlinux,kfunc,iters
modify_return	102	fentry+fexit+fmod_ret+license	-
struct_ops_multi_pages	102	.struct_ops.link+license+struct_ops	vmlinux
test_get_stack_rawtp	102	.maps+license+raw_tracepoint	stacktrace,maps
connect_force_port6	103	.maps+cgroup+license	maps
ima	103	.maps+license+lsm.s	maps,vmlinux
netns_cookie_prog	103	.maps+cgroup_skb+license+sk_msg+sockops+tcx	maps,vmlinux
verifier_vfs_accept	103	license+lsm+lsm.s	vmlinux
test_core_reloc_module	104	license+raw_tp+tp_btf	core,vmlinux
get_func_ip_test	105	fentry+fexit+fmod_ret+kprobe+kretprobe+license+uprobe+uretprobe	vmlinux,kfunc
struct_ops_assoc	105	.struct_ops.link+license+struct_ops+syscall+tp_btf	vmlinux
preempted_bpf_ma_op	106	.maps+fentry+license	maps,vmlinux,iters,spinlock
set_global_vars	106	license+socket	-
sk_bypass_prot_mem	106	cgroup+fentry+license	core,kfunc,iters
task_work	106	.maps+license+perf_event	maps,vmlinux
test_global_data	106	.maps+license+tc	maps
test_tc_change_tail	106	license+tc	vmlinux
verifier_tailcall_jit	106	.maps+license+tc	maps,bpf2bpf,tailcall
bpf_syscall_macro	108	kprobe+ksyscall+license	core,vmlinux
kmem_cache_iter	108	.maps+iter+license+raw_tp+syscall	maps,vmlinux,kfunc,iters
percpu_alloc_cgrp_local_storage	109	.maps+fentry+license	maps,iters
verifier_may_goto_1	109	license+raw_tp	-
sockopt_inherit	110	.maps+cgroup+license	maps
string_kfuncs_failure1	111	license+syscall	vmlinux
test_sk_storage_tracing	111	.maps+fentry+fexit+license+tp_btf	maps,core,vmlinux
test_tc_edt	111	.maps+license+tc	maps
xdp_metadata	111	.maps+license+xdp	maps,vmlinux,kfunc
xdp_redirect_multi_kern	111	.maps+license+xdp	maps
test_sleepable_tracepoints	112	license+raw_tp.s+raw_tracepoint.s+tp.s+tp_btf.s+tracepoint.s	core,vmlinux
cb_refs	114	.maps+license+tc	maps,vmlinux,bpf2bpf,iters
test_parse_tcp_hdr_opt_dynptr	114	license+xdp	-
verifier_jit_convergence	114	.maps+license+socket	maps
test_core_reloc_type_id	115	license+raw_tracepoint	core
sock_ops_get_sk	117	license+sockops	vmlinux
test_core_reloc_kernel	117	license+raw_tracepoint	core
test_uprobe_autoattach	117	license+uprobe+uretprobe	core,vmlinux
test_parse_tcp_hdr_opt	118	license+xdp	-
sendmsg6_prog	119	cgroup+license	-
bpf_iter_bpf_hash_map	123	.maps+iter+iter.s+license	maps,vmlinux
icmp_send	123	cgroup_skb+license	vmlinux,atomics
