object	program	c_insns	rust_insns	c_entry	rust_entry	c_funcs	rust_funcs	c_stack	rust_stack	c_alu64	c_alu32	c_ldx_stack	c_stx_stack	c_ldx_mem	c_stx_mem	c_ld_imm64	c_branch	c_goto	c_call_helper	c_call_bpf2bpf	c_call_kfunc	c_atomic	c_endian	c_exit	c_ld_abs_ind	c_other	rust_alu64	rust_alu32	rust_ldx_stack	rust_stx_stack	rust_ldx_mem	rust_stx_mem	rust_ld_imm64	rust_branch	rust_goto	rust_call_helper	rust_call_bpf2bpf	rust_call_kfunc	rust_atomic	rust_endian	rust_exit	rust_ld_abs_ind	rust_other
test_helper_restricted	?raw_tp/sys_enter:raw_tp_spin_lock	15	14	15	14	1	1	4	4	5	2	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0	5	1	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0
test_helper_restricted	?raw_tp/sys_enter:raw_tp_timer	27	26	27	26	1	1	4	4	9	2	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0	9	1	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0
test_helper_restricted	?tp/syscalls/sys_enter_nanosleep:tp_spin_lock	15	14	15	14	1	1	4	4	5	2	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0	5	1	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0
test_helper_restricted	?tp/syscalls/sys_enter_nanosleep:tp_timer	27	26	27	26	1	1	4	4	9	2	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0	9	1	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0
test_ldsx_insn	?cgroup/getsockopt:_getsockopt	21	16	21	16	1	1	0	0	4	2	0	0	4	6	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	6	4	0	0	0	0	0	0	0	1	0	0
test_ldsx_insn	?fentry/bpf_testmod_test_arg_ptr_to_struct:test_ptr_struct_arg	9	7	9	7	1	1	0	0	2	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0
test_ldsx_insn	?raw_tp/sys_enter:map_val_prog	20	17	20	17	1	1	0	0	0	4	0	0	3	2	8	2	0	0	0	0	0	0	1	0	0	0	1	0	0	3	2	8	2	0	0	0	0	0	0	1	0	0
test_ldsx_insn	?raw_tp/sys_enter:rdonly_map_prog	20	17	20	17	1	1	0	0	0	4	0	0	3	2	8	2	0	0	0	0	0	0	1	0	0	0	1	0	0	3	2	8	2	0	0	0	0	0	0	1	0	0
test_ldsx_insn	?tc:_tc	12	9	12	9	1	1	0	0	2	2	0	0	2	3	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	3	2	0	0	0	0	0	0	0	1	0	0
test_legacy_printk	tp/raw_syscalls/sys_enter:handle_legacy	49	33	49	33	1	1	48	4	11	7	0	7	2	1	12	4	0	4	0	0	0	0	1	0	0	12	2	0	1	2	1	6	4	0	4	0	0	0	0	1	0	0
test_legacy_printk	tp/raw_syscalls/sys_enter:handle_modern	37	20	37	20	1	1	40	0	3	7	0	6	3	1	12	2	0	2	0	0	0	0	1	0	0	4	2	0	0	2	1	6	2	0	2	0	0	0	0	1	0	0
test_link_pinning	raw_tp/sys_enter:raw_tp_prog	8	8	8	8	1	1	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0
test_link_pinning	tp_btf/sys_enter:tp_btf_prog	8	8	8	8	1	1	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0
test_lookup_and_delete	tp/syscalls/sys_enter_getpgid:bpf_lookup_and_delete_test	16	16	16	16	1	1	0	0	2	1	0	0	1	0	8	1	0	2	0	0	0	0	1	0	0	2	1	0	0	1	0	8	1	0	2	0	0	0	0	1	0	0
test_lookup_key	lsm.s/bpf:bpf	27	27	27	27	1	1	0	0	2	4	0	0	4	0	8	3	1	1	3	0	0	0	1	0	0	2	4	0	0	4	0	8	3	1	1	3	0	0	0	1	0	0
test_lwt_ip_encap	?fexit/bpf_lwt_push_ip_encap:fexit_lwt_push_ip_encap	41	58	41	58	1	1	0	3	1	6	0	0	13	3	10	7	0	0	0	0	0	0	1	0	0	13	6	3	3	7	3	10	7	2	3	0	0	0	0	1	0	0
test_lwt_ip_encap	encap_gre:bpf_lwt_encap_gre	36	44	36	44	1	1	24	24	4	13	0	4	4	7	0	1	0	1	0	0	0	1	1	0	0	5	6	0	26	2	0	0	1	0	1	0	0	0	2	1	0	0
test_lwt_ip_encap	encap_gre6:bpf_lwt_encap_gre6	41	72	41	72	1	1	48	44	4	13	0	7	3	10	0	1	0	1	0	0	0	1	1	0	0	5	6	0	54	2	0	0	1	0	1	0	0	0	2	1	0	0
test_lwt_ip_encap	encap_vxlan:bpf_lwt_encap_vxlan	130	88	130	88	1	1	56	50	47	23	0	7	4	42	0	1	0	1	0	0	0	4	1	0	0	7	6	0	66	2	0	0	1	0	1	0	0	0	4	1	0	0
test_lwt_ip_encap	encap_vxlan6:bpf_lwt_encap_vxlan6	121	106	121	106	1	1	72	70	41	21	0	10	3	39	0	1	0	1	0	0	0	4	1	0	0	7	6	0	84	2	0	0	1	0	1	0	0	0	4	1	0	0
test_lwt_redirect	redir_egress:test_lwt_redirect_out	36	40	36	40	1	1	16	14	10	10	0	3	3	0	2	3	1	3	0	0	0	0	1	0	0	9	6	0	14	3	0	0	3	1	3	0	0	0	0	1	0	0
test_lwt_redirect	redir_egress_nomac:test_lwt_redirect_out_nomac	11	10	11	10	1	1	0	0	3	2	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	3	1	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0
test_lwt_redirect	redir_ingress:test_lwt_redirect_in	36	40	36	40	1	1	16	14	10	10	0	3	3	0	2	3	1	3	0	0	0	0	1	0	0	9	6	0	14	3	0	0	3	1	3	0	0	0	0	1	0	0
test_lwt_redirect	redir_ingress_nomac:test_lwt_redirect_in_nomac	11	10	11	10	1	1	0	0	3	2	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	3	1	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0
test_lwt_reroute	lwt_xmit:test_lwt_reroute	16	15	16	15	1	1	0	0	2	5	0	0	4	1	0	3	0	0	0	0	0	0	1	0	0	2	4	0	0	4	1	0	3	0	0	0	0	0	0	1	0	0
test_map_init	tp/syscalls/sys_enter_getpgid:sysenter_getpgid	16	16	16	16	1	1	0	0	2	1	0	0	1	0	8	1	0	2	0	0	0	0	1	0	0	2	1	0	0	1	0	8	1	0	2	0	0	0	0	1	0	0
test_map_lock	cgroup/skb:bpf_map_lock_test	62	62	62	62	1	1	4	8	10	5	0	1	0	32	4	2	0	7	0	0	0	0	1	0	0	10	4	0	2	0	32	4	2	0	7	0	0	0	0	1	0	0
test_map_lookup_percpu_elem	tp/syscalls/sys_enter_getuid:sysenter_getuid	57	55	57	55	1	1	16	16	12	1	3	6	4	3	22	1	0	4	0	0	0	0	1	0	0	9	4	3	6	2	3	22	1	0	4	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_geteuid:map_pop	18	17	18	17	1	1	0	4	5	1	0	0	1	1	6	1	0	2	0	0	0	0	1	0	0	3	1	0	1	1	1	6	1	0	2	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_getgid:map_peek	18	17	18	17	1	1	0	4	5	1	0	0	1	1	6	1	0	2	0	0	0	0	1	0	0	3	1	0	1	1	1	6	1	0	2	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_getpgid:map_for_each_fail	33	30	33	30	1	1	8	12	11	3	0	2	1	1	10	1	0	3	0	0	0	0	1	0	0	9	1	0	3	1	1	10	1	0	3	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_getpid:map_update	25	21	25	21	1	1	8	8	8	3	0	2	1	1	6	1	0	2	0	0	0	0	1	0	0	6	1	0	2	1	1	6	1	0	2	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_getppid:map_delete	20	17	20	17	1	1	4	4	5	2	0	1	1	1	6	1	0	2	0	0	0	0	1	0	0	3	1	0	1	1	1	6	1	0	2	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_gettid:map_for_each_pass	33	30	33	30	1	1	8	12	11	3	0	2	1	1	10	1	0	3	0	0	0	0	1	0	0	9	1	0	3	1	1	10	1	0	3	0	0	0	0	1	0	0
test_map_ops	tp/syscalls/sys_enter_getuid:map_push	21	18	21	18	1	1	4	4	6	2	0	1	1	1	6	1	0	2	0	0	0	0	1	0	0	4	1	0	1	1	1	6	1	0	2	0	0	0	0	1	0	0
test_migrate_reuseport	sk_reuseport/migrate:migrate_reuseport	41	42	41	42	1	1	8	8	7	4	0	1	4	0	12	7	1	3	0	0	1	0	1	0	0	7	4	0	1	4	0	12	7	2	3	0	0	1	0	1	0	0
test_migrate_reuseport	xdp:drop_ack	41	47	41	47	1	1	0	0	11	5	0	0	10	0	2	10	1	0	0	0	0	1	1	0	0	10	8	0	0	11	0	2	10	4	0	0	0	0	1	1	0	0
test_mmap	raw_tracepoint/sys_enter:test_mmap	52	49	52	49	1	1	24	32	17	5	0	6	3	1	14	1	0	4	0	0	0	0	1	0	0	19	1	1	7	2	1	12	1	0	4	0	0	0	0	1	0	0
test_module_attach	?fentry:handle_fentry_explicit_manual	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
test_module_attach	?fentry:handle_fentry_manual	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
test_module_attach	?fentry/bpf_testmod:bpf_testmod_test_read:handle_fentry_explicit	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
test_module_attach	?fentry/bpf_testmod_test_read:handle_fentry	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
test_module_attach	?fexit/bpf_testmod_return_ptr:handle_fexit_ret	18	17	18	17	1	1	8	8	8	3	0	1	3	0	0	0	0	2	0	0	0	0	1	0	0	7	3	0	1	3	0	0	0	0	2	0	0	0	0	1	0	0
test_module_attach	?fexit/bpf_testmod_test_read:handle_fexit	10	10	10	10	1	1	0	0	0	1	0	0	2	2	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	4	0	0	0	0	0	0	0	1	0	0
test_module_attach	?fmod_ret/bpf_testmod_test_read:handle_fmod_ret	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
test_module_attach	?kprobe.multi/bpf_testmod_test_read:kprobe_multi	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_module_attach	?raw_tp.w/bpf_testmod_test_writable_bare_tp:handle_raw_tp_writable_bare	18	18	18	18	1	1	0	0	0	3	0	0	4	3	6	1	0	0	0	0	0	0	1	0	0	0	3	0	0	4	3	6	1	0	0	0	0	0	0	1	0	0
test_module_attach	?raw_tp/bpf_testmod_test_read:handle_raw_tp	13	14	13	14	1	1	8	8	4	2	1	0	1	1	2	0	0	1	0	0	0	0	1	0	0	4	2	1	1	1	1	2	0	0	1	0	0	0	0	1	0	0
test_module_attach	?raw_tp/bpf_testmod_test_write_bare_tp:handle_raw_tp_bare	13	14	13	14	1	1	8	8	4	2	1	0	1	1	2	0	0	1	0	0	0	0	1	0	0	4	2	1	1	1	1	2	0	0	1	0	0	0	0	1	0	0
test_module_attach	?tp_btf/bpf_testmod_test_read:handle_tp_btf	7	7	7	7	1	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0
test_netfilter_link_attach	netfilter:nf_link_attach_test	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_ns_current_pid_tgid	?cgroup/bind4:cgroup_bind4	21	23	21	23	1	1	8	8	2	2	2	0	2	2	8	1	0	1	0	0	0	0	1	0	0	2	2	2	2	2	2	8	1	0	1	0	0	0	0	1	0	0
test_ns_current_pid_tgid	?sk_msg:sk_msg	21	23	21	23	1	1	8	8	2	2	2	0	2	2	8	1	0	1	0	0	0	0	1	0	0	2	2	2	2	2	2	8	1	0	1	0	0	0	0	1	0	0
test_ns_current_pid_tgid	?tracepoint/syscalls/sys_enter_nanosleep:tp_handler	21	23	21	23	1	1	8	8	2	2	2	0	2	2	8	1	0	1	0	0	0	0	1	0	0	2	2	2	2	2	2	8	1	0	1	0	0	0	0	1	0	0
test_obj_id	raw_tp/sys_enter:test_obj_id	10	9	10	9	1	1	16	4	2	2	0	2	0	0	2	0	0	1	0	0	0	0	1	0	0	3	1	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0
test_overhead	fentry/__set_task_comm:prog4	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_overhead	fexit/__set_task_comm:prog5	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_overhead	kprobe/__set_task_comm:prog1	5	5	5	5	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
test_overhead	kretprobe/__set_task_comm:prog2	2	2	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
test_overhead	raw_tp/task_rename:prog3	5	5	5	5	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
test_perf_branches	perf_event:perf_branches	57	55	57	55	1	1	96	96	13	8	0	12	1	5	12	2	0	3	0	0	0	0	1	0	0	12	7	0	12	1	5	12	2	0	3	0	0	0	0	1	0	0
test_perf_buffer	tp/raw_syscalls/sys_enter:handle_sys_enter	27	26	27	26	1	1	8	8	9	2	0	2	1	0	6	2	0	4	0	0	0	0	1	0	0	9	1	0	2	1	0	6	2	0	4	0	0	0	0	1	0	0
test_perf_link	perf_event:handler	6	6	6	6	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0
test_perf_skip	perf_event:handler	8	8	8	8	1	1	0	0	0	2	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0
test_pkt_access	tc:test_pkt_access	231	245	70	82	8	8	448	448	26	29	7	118	19	1	0	15	1	0	7	0	0	0	8	0	0	33	35	7	117	18	1	0	16	3	0	7	0	0	0	8	0	0
test_pkt_md_access	tc:test_pkt_md_access	33	33	33	33	1	1	0	0	0	8	0	0	16	0	0	8	0	0	0	0	0	0	1	0	0	0	8	0	0	16	0	0	8	0	0	0	0	0	0	1	0	0
test_probe_read_user_str	tracepoint/syscalls/sys_enter_nanosleep:on_write	20	18	20	18	1	1	0	0	3	2	0	0	2	1	8	1	0	2	0	0	0	0	1	0	0	1	2	0	0	2	1	8	1	0	2	0	0	0	0	1	0	0
test_queue_map	tc:_test	28	49	28	49	1	1	4	8	9	4	1	0	2	1	4	4	0	2	0	0	0	0	1	0	0	10	15	1	2	6	4	4	4	0	2	0	0	0	0	1	0	0
test_raw_tp_test_run	raw_tp/task_rename:rename	16	16	16	16	1	1	0	0	0	3	0	0	3	2	4	2	0	1	0	0	0	0	1	0	0	0	3	0	0	3	2	4	2	0	1	0	0	0	0	1	0	0
test_rdonly_maps	raw_tracepoint/sys_enter:full_loop:full_loop	35	17	35	17	1	1	8	0	4	6	8	5	4	3	4	0	0	0	0	0	0	0	1	0	0	1	4	0	0	4	3	4	0	0	0	0	0	0	0	1	0	0
test_rdonly_maps	raw_tracepoint/sys_enter:part_loop:part_loop	27	20	27	20	1	1	8	0	1	7	4	2	3	3	4	2	0	0	0	0	0	0	1	0	0	3	5	0	0	2	3	4	2	0	0	0	0	0	0	1	0	0
test_rdonly_maps	raw_tracepoint/sys_enter:skip_loop:skip_loop	29	25	29	25	1	1	8	0	1	9	4	2	3	3	4	2	0	0	0	0	0	0	1	0	0	3	9	0	0	2	3	4	2	1	0	0	0	0	0	1	0	0
test_ringbuf	fentry/__x64_sys_getpgid:test_ringbuf	93	94	93	94	1	1	0	0	20	3	0	0	7	8	36	3	2	10	0	0	3	0	1	0	0	19	3	0	0	8	8	36	3	3	10	0	0	3	0	1	0	0
test_send_signal_kern	perf_event:send_signal_perf	69	63	69	63	1	1	0	0	8	6	0	0	9	1	20	14	3	3	4	0	0	0	1	0	0	11	10	0	0	5	1	12	12	4	3	4	0	0	0	1	0	0
test_send_signal_kern	tracepoint/sched/sched_switch:send_signal_tp_sched	69	63	69	63	1	1	0	0	8	6	0	0	9	1	20	14	3	3	4	0	0	0	1	0	0	11	10	0	0	5	1	12	12	4	3	4	0	0	0	1	0	0
test_send_signal_kern	tracepoint/syscalls/sys_enter_nanosleep:send_signal_tp	69	63	69	63	1	1	0	0	8	6	0	0	9	1	20	14	3	3	4	0	0	0	1	0	0	11	10	0	0	5	1	12	12	4	3	4	0	0	0	1	0	0
test_signed_loader	socket:probe	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_signed_loader_data	socket:probe	4	4	4	4	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0
test_signed_loader_lsm	lsm/bpf_prog_load:inspect_prog_load	29	28	29	28	1	1	0	0	0	2	0	0	9	4	10	2	0	1	0	0	0	0	1	0	0	1	2	0	0	7	4	10	2	0	1	0	0	0	0	1	0	0
test_signed_loader_map	socket:probe	11	11	11	11	1	1	4	4	2	2	0	1	1	0	2	1	0	1	0	0	0	0	1	0	0	3	1	0	1	1	0	2	1	0	1	0	0	0	0	1	0	0
test_sk_assign_libbpf	tc:bpf_sk_assign_test	131	128	131	128	1	1	8	8	58	17	0	4	12	0	4	23	4	8	0	0	0	0	1	0	0	54	14	0	2	14	0	4	23	7	9	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_modify_sk_or_null_pointer	18	16	18	16	1	1	40	40	7	3	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	6	2	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_modify_sk_pointer	19	17	19	17	1	1	40	40	7	3	0	5	0	0	0	1	0	2	0	0	0	0	1	0	0	6	2	0	5	0	0	0	1	0	2	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_no_release	15	13	15	13	1	1	40	40	5	3	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	4	2	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_no_release_subcall	15	13	15	13	1	1	40	40	5	3	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	4	2	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_release_twice	20	18	20	18	1	1	40	40	8	3	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	7	2	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_release_unchecked	17	15	17	15	1	1	40	40	6	3	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	5	2	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:err_use_after_free	20	27	20	27	1	1	40	40	7	3	0	5	1	0	0	1	0	2	0	0	0	0	1	0	0	6	8	0	5	4	0	0	1	0	2	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:sk_lookup_success	66	62	66	62	1	1	0	0	27	13	0	0	6	0	2	13	1	3	0	0	0	0	1	0	0	28	8	0	0	6	0	4	9	2	4	0	0	0	0	1	0	0
test_sk_lookup_kern	?tc:sk_lookup_success_simple	18	16	18	16	1	1	40	40	6	3	0	5	0	0	0	1	0	2	0	0	0	0	1	0	0	5	2	0	5	0	0	0	1	0	2	0	0	0	0	1	0	0
test_sk_storage_trace_itself	fentry/bpf_sk_storage_free:trace_bpf_sk_storage_free	11	10	11	10	1	1	0	0	2	2	0	0	1	1	2	1	0	1	0	0	0	0	1	0	0	2	1	0	0	1	1	2	1	0	1	0	0	0	0	1	0	0
test_skb_ctx	tc:process	44	39	44	39	1	1	0	0	1	9	0	0	14	8	0	11	0	0	0	0	0	0	1	0	0	1	4	0	0	14	8	0	11	0	0	0	0	0	0	1	0	0
test_skb_helpers	tc:test_skb_helpers	18	21	18	21	1	1	0	20	11	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	11	3	0	3	0	0	0	0	0	3	0	0	0	0	1	0	0
test_skmsg_load_helpers	sk_msg:prog_msg_verdict	32	34	32	34	1	1	4	4	12	4	1	0	2	1	4	2	0	5	0	0	0	0	1	0	0	14	4	1	1	1	1	4	2	0	5	0	0	0	0	1	0	0
test_skmsg_load_helpers	sk_msg:prog_msg_verdict_clone	32	34	32	34	1	1	4	4	12	4	1	0	2	1	4	2	0	5	0	0	0	0	1	0	0	14	4	1	1	1	1	4	2	0	5	0	0	0	0	1	0	0
test_skmsg_load_helpers	sk_msg:prog_msg_verdict_clone2	32	34	32	34	1	1	4	4	12	4	1	0	2	1	4	2	0	5	0	0	0	0	1	0	0	14	4	1	1	1	1	4	2	0	5	0	0	0	0	1	0	0
test_skmsg_load_helpers	sk_skb/stream_verdict:prog_skb_verdict	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	raw_tp.s:handle_raw_tp_bare	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	raw_tp.s/sched_switch:handle_raw_tp_non_faultable	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	raw_tp.s/sys_enter:handle_sys_enter_raw_tp	36	36	36	22	1	2	8	8	8	6	1	0	3	2	8	3	1	3	0	0	0	0	1	0	0	6	6	1	1	3	2	8	3	0	3	1	0	0	0	2	0	0
test_sleepable_tracepoints	raw_tp.s/sys_enter:handle_test_run	8	8	8	8	1	1	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	raw_tracepoint.s/sys_enter:handle_sys_enter_raw_tp_alias	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	tp.s:handle_tp_bare	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	tp.s/sched/sched_switch:handle_tp_non_syscall	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sleepable_tracepoints	tp.s/syscalls/sys_enter_getcwd:handle_sys_enter_tp	27	47	27	33	1	2	0	0	5	4	0	0	2	2	8	2	1	2	0	0	0	0	1	0	0	12	9	0	0	9	2	8	2	0	2	1	0	0	0	2	0	0
test_sleepable_tracepoints	tp.s/syscalls/sys_exit_getcwd:handle_sys_exit_tp	36	35	36	21	1	2	8	8	10	5	1	0	1	2	8	2	1	5	0	0	0	0	1	0	0	8	4	1	1	1	2	8	2	0	5	1	0	0	0	2	0	0
test_sleepable_tracepoints	tp_btf.s/sys_enter:handle_sys_enter_tp_btf	29	36	29	22	1	2	0	8	3	5	0	0	4	2	8	3	1	2	0	0	0	0	1	0	0	6	6	1	1	3	2	8	3	0	3	1	0	0	0	2	0	0
test_sleepable_tracepoints	tracepoint.s/syscalls/sys_enter_getcwd:handle_sys_enter_tp_alias	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_change_tail	sk_skb:prog_skb_verdict	32	25	32	25	1	1	0	0	11	6	0	0	4	1	2	4	1	2	0	0	0	0	1	0	0	5	6	0	0	4	1	2	4	0	2	0	0	0	0	1	0	0
test_sockmap_drop_prog	sk_skb:prog_skb_verdict	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_invalid_update	sockops:bpf_sockmap	13	12	13	12	1	1	4	4	3	2	0	1	2	0	2	1	0	1	0	0	0	0	1	0	0	3	1	0	1	1	0	2	1	1	1	0	0	0	0	1	0	0
test_sockmap_msg_pop_data	sk_msg:prog_msg_pop_data	11	11	11	11	1	1	0	0	1	3	0	0	1	1	2	1	0	1	0	0	0	0	1	0	0	1	3	0	0	1	1	2	1	0	1	0	0	0	0	1	0	0
test_sockmap_pass_prog	sk_skb/stream_parser:prog_skb_parser	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_pass_prog	sk_skb/stream_parser:prog_skb_verdict_ingress_strp	2	2	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_pass_prog	sk_skb/stream_verdict:prog_skb_verdict	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_sockmap_pass_prog	sk_skb/stream_verdict:prog_skb_verdict_clone	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_sockmap_pass_prog	sk_skb/stream_verdict:prog_skb_verdict_ingress	6	6	6	6	1	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
test_sockmap_progs_query	sk_msg:prog_skmsg_verdict	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
