object	program	c_insns	rust_insns	c_entry	rust_entry	c_funcs	rust_funcs	c_stack	rust_stack	c_alu64	c_alu32	c_ldx_stack	c_stx_stack	c_ldx_mem	c_stx_mem	c_ld_imm64	c_branch	c_goto	c_call_helper	c_call_bpf2bpf	c_call_kfunc	c_atomic	c_endian	c_exit	c_ld_abs_ind	c_other	rust_alu64	rust_alu32	rust_ldx_stack	rust_stx_stack	rust_ldx_mem	rust_stx_mem	rust_ld_imm64	rust_branch	rust_goto	rust_call_helper	rust_call_bpf2bpf	rust_call_kfunc	rust_atomic	rust_endian	rust_exit	rust_ld_abs_ind	rust_other
tailcall_bpf2bpf_hierarchy3	tc:classifier_0	30	26	22	12	2	3	8	0	9	4	0	3	2	1	6	0	0	1	2	0	0	0	2	0	0	7	3	0	0	2	1	6	0	0	2	2	0	0	0	3	0	0
tailcall_bpf2bpf_hierarchy3	tc:tailcall_bpf2bpf_hierarchy_3	25	42	25	42	1	1	28	18	11	3	1	3	0	0	4	0	0	2	0	0	0	0	1	0	0	11	2	1	11	10	0	4	0	0	2	0	0	0	0	1	0	0
tailcall_bpf2bpf_hierarchy_fentry	fentry/dummy:fentry	40	57	31	16	2	3	24	18	14	6	1	5	1	1	6	0	0	2	2	0	0	0	2	0	0	13	6	1	11	11	1	6	0	0	2	3	0	0	0	3	0	0
tailcall_cgrp_storage	cgroup_skb/egress:callee_prog	9	8	9	8	1	1	0	0	2	1	0	0	0	1	2	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	2	1	0	1	0	0	0	0	1	0	0
tailcall_cgrp_storage	cgroup_skb/egress:caller_prog	15	14	15	14	1	1	0	0	4	2	0	0	0	1	4	1	0	2	0	0	0	0	1	0	0	3	2	0	0	0	1	4	1	0	2	0	0	0	0	1	0	0
tailcall_cgrp_storage_no_storage	cgroup_skb/egress:caller_prog	6	6	6	6	1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
tailcall_cgrp_storage_no_storage	cgroup_skb/egress:leaf_prog	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tailcall_cgrp_storage_owner	cgroup_skb/egress:prog_array_owner	15	14	15	14	1	1	0	0	4	2	0	0	0	1	4	1	0	2	0	0	0	0	1	0	0	3	2	0	0	0	1	4	1	0	2	0	0	0	0	1	0	0
tailcall_freplace	freplace:entry_freplace	14	11	14	11	1	1	0	0	4	1	0	0	2	1	4	0	0	1	0	0	0	0	1	0	0	0	2	0	0	2	1	4	0	0	1	0	0	0	0	1	0	0
tailcall_poke	?fentry/bpf_fentry_test1:test	9	6	9	6	1	1	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
tailcall_poke	fentry/bpf_fentry_test1:call1	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tailcall_poke	fentry/bpf_fentry_test1:call2	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tailcall_sleepable	?uprobe:uprobe_normal	9	6	9	6	1	1	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
tailcall_sleepable	?uprobe.s:uprobe_sleepable_1	9	6	9	6	1	1	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
tailcall_sleepable	?uprobe.s:uprobe_sleepable_2	13	13	13	13	1	1	0	0	1	2	0	0	2	1	4	1	0	1	0	0	0	0	1	0	0	1	2	0	0	2	1	4	1	0	1	0	0	0	0	1	0	0
task_local_storage	fexit/bpf_local_storage_update:fexit_update	13	14	13	14	1	1	0	0	0	1	0	0	3	1	4	2	0	1	0	0	0	0	1	0	0	1	1	0	0	3	1	4	2	0	1	0	0	0	0	1	0	0
task_local_storage	tp_btf/sys_enter:on_enter	22	22	22	22	1	1	0	0	3	3	0	0	3	1	6	2	0	2	0	0	1	0	1	0	0	3	3	0	0	3	1	6	2	0	2	0	0	1	0	1	0	0
task_local_storage	tp_btf/sys_exit:on_exit	27	28	27	28	1	1	0	0	3	4	0	0	4	0	8	3	0	2	0	0	2	0	1	0	0	3	4	0	0	4	0	8	3	1	2	0	0	2	0	1	0	0
task_local_storage_exit_creds	fentry/exit_creds:trace_exit_creds	19	19	19	19	1	1	0	0	2	3	0	0	1	0	8	1	0	1	0	0	2	0	1	0	0	2	3	0	0	1	0	8	1	0	1	0	0	2	0	1	0	0
task_ls_recursion	fentry/bpf_local_storage_update:on_update	40	41	40	41	1	1	0	0	10	2	0	0	5	3	10	5	0	4	0	0	0	0	1	0	0	10	2	0	0	5	3	10	5	1	4	0	0	0	0	1	0	0
task_ls_recursion	tp_btf/sys_enter:on_enter	32	31	32	31	1	1	0	0	9	1	0	0	4	2	6	6	0	3	0	0	0	0	1	0	0	7	1	0	0	4	2	6	6	1	3	0	0	0	0	1	0	0
tc_bpf2bpf	tc:entry_tc	14	11	2	2	2	2	12	0	2	2	2	4	0	0	0	0	0	1	1	0	0	0	2	0	0	5	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
tc_dummy	tc:entry	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_incompl_cong_ops	struct_ops:incompl_cong_ops_ssthresh	3	3	3	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_incompl_cong_ops	struct_ops:incompl_cong_ops_undo_cwnd	3	3	3	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:cong_avoid	6	6	6	6	1	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:cong_control	7	7	7	7	1	1	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:cwnd_event	5	5	5	5	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:cwnd_event_tx_start	8	8	8	8	1	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:in_ack_event	5	5	5	5	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:init	8	8	8	8	1	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:min_tso_segs	3	3	3	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:pkts_acked	4	4	4	4	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:set_state	13	13	13	13	1	1	0	0	3	4	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	3	4	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:sndbuf_expand	3	3	3	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:ssthresh	8	8	8	8	1	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0
tcp_ca_kfunc	struct_ops:undo_cwnd	6	6	6	6	1	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0
tcp_ca_unsupp_cong_op	struct_ops:unsupp_cong_op_get_info	2	2	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_update	struct_ops:ca_update_1_init	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
tcp_ca_update	struct_ops:ca_update_2_init	6	6	6	6	1	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0
tcp_ca_update	struct_ops:ca_update_cong_control	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_update	struct_ops:ca_update_ssthresh	3	3	3	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_update	struct_ops:ca_update_undo_cwnd	3	3	3	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_write_sk_pacing	struct_ops:write_sk_pacing_cong_control	27	27	27	27	1	1	0	0	2	8	0	0	11	2	0	3	0	0	0	0	0	0	1	0	0	5	6	0	0	10	2	0	3	0	0	0	0	0	0	1	0	0
tcp_ca_write_sk_pacing	struct_ops:write_sk_pacing_init	7	7	7	7	1	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
tcp_ca_write_sk_pacing	struct_ops:write_sk_pacing_ssthresh	3	3	3	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
tcp_ca_write_sk_pacing	struct_ops:write_sk_pacing_undo_cwnd	3	3	3	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
tcp_rtt	sockops:_sockops	39	40	39	40	1	1	0	0	8	3	0	0	9	7	2	5	1	3	0	0	0	0	1	0	0	8	3	0	0	9	7	2	5	2	3	0	0	0	0	1	0	0
test_assign_reuse	sk_reuseport:reuse_accept	122	137	122	137	1	1	0	0	29	28	0	0	39	2	10	10	2	1	0	0	0	0	1	0	0	5	2	0	0	61	2	32	32	1	1	0	0	0	0	1	0	0
test_assign_reuse	sk_reuseport:reuse_drop	11	10	11	10	1	1	0	0	2	1	0	0	1	2	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	2	4	0	0	0	0	0	0	0	1	0	0
test_assign_reuse	tc:tc_main	212	287	212	287	1	1	4	4	66	30	0	4	34	8	24	26	3	12	0	0	0	4	1	0	0	46	26	0	4	79	56	24	26	9	12	0	0	0	4	1	0	0
test_attach_kprobe_sleepable	kprobe/__x64_sys_nanosleep:handle_kprobe_sleepable	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_attach_probe_manual	kprobe:handle_kprobe	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_attach_probe_manual	kretprobe:handle_kretprobe	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_attach_probe_manual	uprobe:handle_uprobe	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_attach_probe_manual	uprobe:handle_uprobe_byname	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_attach_probe_manual	uretprobe:handle_uretprobe	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_autoattach	raw_tp/sys_enter:prog1	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_autoattach	raw_tp/sys_exit:prog2	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_bpf_cookie	fentry/bpf_fentry_test1:fentry_test1	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	fexit/bpf_fentry_test1:fexit_test1	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	fmod_ret/bpf_modify_return_test:fmod_ret_test	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	kprobe:handle_kprobe	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	kretprobe:handle_kretprobe	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	lsm/file_mprotect:test_int_hook	20	20	20	20	1	1	0	0	3	2	0	0	4	1	4	2	0	3	0	0	0	0	1	0	0	3	2	0	0	4	1	4	2	0	3	0	0	0	0	1	0	0
test_bpf_cookie	perf_event:handle_pe	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	raw_tp/sys_enter:handle_raw_tp	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	tp/syscalls/sys_enter_nanosleep:handle_tp1	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	tp/syscalls/sys_enter_nanosleep:handle_tp2	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	tp/syscalls/sys_enter_nanosleep:handle_tp3	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	tp_btf/sys_enter:handle_tp_btf	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	uprobe:handle_uprobe	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_bpf_cookie	uretprobe:handle_uretprobe	15	15	15	15	1	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0	3	1	0	0	2	1	4	1	0	2	0	0	0	0	1	0	0
test_btf_decl_tag	fentry/bpf_fentry_test1:sub	18	18	4	4	2	2	24	20	6	1	0	4	1	0	2	0	0	1	1	0	0	0	2	0	0	5	1	0	5	1	0	2	0	0	1	1	0	0	0	2	0	0
test_btf_ext	xdp:global_func	6	9	3	3	2	2	8	8	2	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0
test_btf_map_in_map	raw_tp/sys_enter:handle__sys_enter	57	57	57	57	1	1	8	16	24	6	0	4	3	0	10	3	0	6	0	0	0	0	1	0	0	24	6	0	4	3	0	10	3	0	6	0	0	0	0	1	0	0
test_btf_newkv	dummy_tracepoint:_dummy_tracepoint	19	18	3	3	3	3	4	4	2	5	0	1	1	1	2	1	0	1	2	0	0	0	3	0	0	2	4	0	1	1	1	2	1	0	1	2	0	0	0	3	0	0
test_btf_nokv	dummy_tracepoint:_dummy_tracepoint	19	18	3	3	3	3	4	4	2	5	0	1	1	1	2	1	0	1	2	0	0	0	3	0	0	2	4	0	1	1	1	2	1	0	1	2	0	0	0	3	0	0
test_cgroup1_hierarchy	fentry:fentry_run	2	2	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
test_cgroup1_hierarchy	lsm.s/bpf:lsm_s_run	47	47	3	3	2	2	0	0	5	7	0	0	11	0	10	6	0	1	5	0	0	0	2	0	0	5	7	0	0	11	0	10	6	0	1	5	0	0	0	2	0	0
test_cgroup1_hierarchy	lsm/bpf:lsm_run	47	47	3	3	2	2	0	0	5	7	0	0	11	0	10	6	0	1	5	0	0	0	2	0	0	5	7	0	0	11	0	10	6	0	1	5	0	0	0	2	0	0
test_cgroup_link	cgroup_skb/egress:egress	6	6	6	6	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0
test_cgroup_link	cgroup_skb/egress:egress_alt	6	6	6	6	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0
test_check_mtu	tc:tc_chk_segs_flag	14	14	14	14	1	1	4	4	3	4	0	1	1	0	2	1	0	1	0	0	0	0	1	0	0	3	4	0	1	1	0	2	1	0	1	0	0	0	0	1	0	0
test_check_mtu	tc:tc_exceed_mtu	26	26	26	26	1	1	4	4	4	6	1	1	3	1	6	2	0	1	0	0	0	0	1	0	0	4	5	1	1	3	1	6	2	1	1	0	0	0	0	1	0	0
test_check_mtu	tc:tc_exceed_mtu_da	28	28	28	28	1	1	4	4	4	7	1	1	4	1	6	2	0	1	0	0	0	0	1	0	0	4	6	1	1	4	1	6	2	1	1	0	0	0	0	1	0	0
test_check_mtu	tc:tc_input_len	21	21	21	21	1	1	4	4	3	4	1	1	2	1	6	1	0	1	0	0	0	0	1	0	0	3	4	1	1	2	1	6	1	0	1	0	0	0	0	1	0	0
test_check_mtu	tc:tc_input_len_exceed	22	22	22	22	1	1	4	4	3	5	1	1	2	1	6	1	0	1	0	0	0	0	1	0	0	3	5	1	1	2	1	6	1	0	1	0	0	0	0	1	0	0
test_check_mtu	tc:tc_minus_delta	20	20	20	20	1	1	4	4	3	5	1	1	2	1	4	1	0	1	0	0	0	0	1	0	0	4	4	1	1	2	1	4	1	0	1	0	0	0	0	1	0	0
test_check_mtu	tc:tc_use_helper	21	21	21	21	1	1	4	4	4	5	1	1	1	1	4	2	0	1	0	0	0	0	1	0	0	4	5	1	1	1	1	4	2	0	1	0	0	0	0	1	0	0
test_check_mtu	xdp:xdp_exceed_mtu	27	28	27	28	1	1	4	4	3	7	1	1	4	1	6	2	0	1	0	0	0	0	1	0	0	4	6	1	1	4	1	6	2	1	1	0	0	0	0	1	0	0
test_check_mtu	xdp:xdp_input_len	22	22	22	22	1	1	4	4	4	5	1	1	3	1	4	1	0	1	0	0	0	0	1	0	0	4	5	1	1	3	1	4	1	0	1	0	0	0	0	1	0	0
test_check_mtu	xdp:xdp_input_len_exceed	22	22	22	22	1	1	4	4	4	4	1	1	2	1	6	1	0	1	0	0	0	0	1	0	0	4	4	1	1	2	1	6	1	0	1	0	0	0	0	1	0	0
test_check_mtu	xdp:xdp_minus_delta	22	21	22	21	1	1	4	4	4	5	1	1	3	1	4	1	0	1	0	0	0	0	1	0	0	4	4	1	1	3	1	4	1	0	1	0	0	0	0	1	0	0
test_check_mtu	xdp:xdp_use_helper	26	26	26	26	1	1	4	4	3	6	1	1	3	1	6	3	0	1	0	0	0	0	1	0	0	3	6	1	1	3	1	6	3	0	1	0	0	0	0	1	0	0
test_check_mtu	xdp:xdp_use_helper_basic	12	12	12	12	1	1	4	4	4	4	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	4	4	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0
test_core_reloc_existence	raw_tracepoint/sys_enter:test_core_existence	74	61	74	61	1	1	4	0	25	11	5	0	0	10	12	5	0	5	0	0	0	0	1	0	0	5	16	0	0	5	10	14	10	0	0	0	0	0	0	1	0	0
test_core_reloc_module	raw_tp/bpf_testmod_test_read:test_core_module_probed	80	82	80	3	1	2	8	24	31	14	4	0	3	8	6	7	0	6	0	0	0	0	1	0	0	30	12	4	4	3	8	6	6	0	6	1	0	0	0	2	0	0
test_core_reloc_module	tp_btf/bpf_testmod_test_read:test_core_module_direct	51	48	51	3	1	2	0	0	10	10	0	0	7	8	6	7	0	2	0	0	0	0	1	0	0	8	8	0	0	7	8	6	6	0	2	1	0	0	0	2	0	0
test_core_retro	tp/raw_syscalls/sys_enter:handle_sys_enter	31	31	31	31	1	1	8	8	14	3	0	1	1	0	4	2	0	5	0	0	0	0	1	0	0	14	2	0	2	1	0	4	2	0	5	0	0	0	0	1	0	0
test_custom_sec_handlers	abc:abc1	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_custom_sec_handlers	abc/whatever:abc2	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_custom_sec_handlers	custom:custom1	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_custom_sec_handlers	custom/something:custom2	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_custom_sec_handlers	kprobe:kprobe1	6	5	6	5	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
test_custom_sec_handlers	xyz/blah:xyz	11	11	11	11	1	1	0	4	3	3	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	3	2	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0
test_deny_namespace	lsm.s/userns_create:test_userns_create	9	9	9	9	1	1	0	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0
test_dst_clear	tc/egress:dst_clear	52	52	52	52	1	1	0	32	15	13	0	0	5	2	4	8	0	3	1	0	0	0	1	0	0	11	13	2	4	3	2	4	8	0	3	1	0	0	0	1	0	0
test_enable_stats	raw_tracepoint/sys_enter:test_enable_stats	6	6	6	6	1	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0
test_endian	raw_tp/sys_enter:sys_enter	36	34	36	34	1	1	0	0	0	3	0	0	3	6	20	0	0	0	0	0	0	3	1	0	0	0	1	0	0	3	6	20	0	0	0	0	0	0	3	1	0	0
test_global_data	tc:load_static_data	222	199	222	199	1	1	4	88	63	24	0	20	0	8	86	0	0	20	0	0	0	0	1	0	0	64	1	0	21	0	8	84	0	0	20	0	0	0	0	1	0	0
test_global_func1	tc:global_func1	154	98	18	20	5	5	264	104	12	22	3	102	3	0	0	0	0	0	7	0	0	0	5	0	0	19	22	0	39	6	0	0	0	0	0	7	0	0	0	5	0	0
test_global_func2	tc:global_func2	153	159	18	20	5	5	416	416	11	19	2	106	3	0	0	0	0	0	7	0	0	0	5	0	0	16	22	0	104	5	0	0	0	0	0	7	0	0	0	5	0	0
test_global_func4	tc:global_func4	25	25	2	2	8	8	0	0	2	7	0	0	1	0	0	0	0	0	7	0	0	0	8	0	0	2	7	0	0	1	0	0	0	0	0	7	0	0	0	8	0	0
test_global_func7	tc:global_func7	6	5	3	3	2	2	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
test_global_func8	cgroup_skb/ingress:global_func8	8	8	6	6	2	2	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0
test_global_func9	cgroup_skb/ingress:global_func9	95	81	61	52	6	5	48	44	19	22	1	11	8	2	6	7	0	4	9	0	0	0	6	0	0	15	17	1	10	7	2	6	6	0	4	8	0	0	0	5	0	0
test_global_func_args	cgroup_skb/ingress:test_cls	141	134	74	70	4	4	24	20	52	18	2	18	5	4	20	4	2	8	4	0	0	0	4	0	0	51	13	2	19	3	4	20	4	2	8	4	0	0	0	4	0	0
test_hash_large_key	raw_tracepoint/sys_enter:bpf_hash_large_key_test	21	18	21	18	1	1	8	8	7	3	0	2	0	1	4	1	0	2	0	0	0	0	1	0	0	6	1	0	2	0	1	4	1	0	2	0	0	0	0	1	0	0
test_helper_restricted	?kprobe:kprobe_spin_lock	15	14	15	14	1	1	4	4	5	2	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0	5	1	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0
test_helper_restricted	?kprobe:kprobe_timer	27	26	27	26	1	1	4	4	9	2	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0	9	1	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0
test_helper_restricted	?perf_event:perf_event_spin_lock	15	14	15	14	1	1	4	4	5	2	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0	5	1	0	1	0	0	2	1	0	3	0	0	0	0	1	0	0
test_helper_restricted	?perf_event:perf_event_timer	27	26	27	26	1	1	4	4	9	2	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0	9	1	0	1	0	0	8	1	0	5	0	0	0	0	1	0	0
